id,기사제목,언론사,검색어,원카테고리,Gemini카테고리,Gemini내부카테고리,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini이슈패밀리,Gemini이슈그룹,Gemini중요도,Gemini대외협력중요도,Gemini관련도,Gemini관련성,Gemini정책영향경로,Gemini경쟁시사점,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,랭킹점수,코드힌트
2015,"네이버클라우드, 대만 신주시 네이버웍스 도입…글로벌 공공 시장 공략",전자신문,네이버,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 대만 신주시 네이버웍스 도입 글로벌 공공 시장 공략,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,322.5,general
2431,"1600만 가입자에 문자 날린 LGU+, 유심 교체 뒤엔 ‘IMSI 보안 논란’",쿠키뉴스,LGU+,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_DOMESTIC_DIRECT_RISK,mixed,comp_domestic_direct_risk,global_incident:leadership_service:lguplus:executive_change,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,317.5,general
2088,[총수家] 이해진 네이버 의장 ③ㅣ 100억달러 투자 등에 업고 AI 인프라 확장…‘글로벌 네이버’ 도약,CBC뉴스,네이버,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,316.5,general
2036,"네이버클라우드 공공 협업툴, 대만 반도체 도시 ‘신주시’ 도입…글로벌 공공 시장 공략 가속",아시아투데이,네이버,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 공공 협업툴 대만 반도체 도시 신주시 도입 글로벌 공공 시장 공략 가속,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,316.5,general
2333,"SKT 정재헌, AI 영역 넓힌다…'AIDC·인재육성·대중화'로 AX 가속",신아일보,SKT,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨,local_low_confidence,301.0,general
2117,AI 투자 늘리는 통신사…“기지국 중심 CAPEX 지표 보완해야” : 네이버 블로그,Naver Blog,네이버,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 투자 늘리는 통신사 기지국 중심 capex 지표 보완해야 네이버 블로그,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,286.5,general
423,"LG가 뚫고 네이버가 막는다: 과기정통부, 실전형 사이버 보안 AI 프로젝트 착수",얼리어답터뉴스,과학기술정보통신부,정부_국회,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,comp_domestic_ai_platform:lg가 뚫고 네이버가 막는다 과기정통부 실전형 사이버 보안 ai 프로젝트 착수,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,254.6,general
499,"LG가 뚫고 네이버가 막는다: 과기정통부, 실전형 사이버 보안 AI 프로젝트 착수",유스연합,과학기술정보통신부,정부_국회,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,comp_domestic_ai_platform:lg가 뚫고 네이버가 막는다 과기정통부 실전형 사이버 보안 ai 프로젝트 착수,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,254.6,general
418,"과기정통부, LG·네이버 클라우드 투입해 국가 보안 특화 AI 구축 착수",얼리어답터뉴스,과학기술정보통신부,정부_국회,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,comp_domestic_ai_platform:과기정통부 lg 네이버 클라우드 투입해 국가 보안 특화 ai 구축 착수,5,4,5,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,254.6,general
2246,"네이버가 지난달 29일(현지시간) 브라질 스칼라데이터센터즈(SDC) 경영진을 만나 면담했다. 최수연 네이버 대표(오른쪽에서 세번째)와 구동현 네이버 전략기획 부문장(왼쪽 첫 번째), 김유원 네이버클라우드 대표(왼쪽 두 번째)가 스칼라데이터센터즈 경여진과 기념사",전자신문,네이버,경쟁사_해외이슈,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,,,COMP_DOMESTIC_AI_PLATFORM,domestic,comp_domestic_ai_platform,global_incident:leadership_service:naver:leadership_service,4,4,5,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,249.0,general
